Surface reelle bati,Nombre pieces principales,Type local,Nombre de lots,Valeur fonciere,No voie,Type de voie,Voie,Code postal,Commune,prix_m2,adresse_complete,latitude,longitude
108.0,3.0,Appartement,1,"444150,00",1.0,RUE,LAGRANGE,33000.0,BORDEAUX,4112.5,"1 RUE LAGRANGE, 33000 BORDEAUX",44.8548856,-0.5776741
33.0,2.0,Appartement,1,"199000,00",7.0,RUE,TEULERE,33000.0,BORDEAUX,6030.30303030303,"7 RUE TEULERE, 33000 BORDEAUX",44.8357925,-0.5699517
69.0,3.0,Appartement,1,"237500,00",10.0,RUE,JAC BELAUBRE,33200.0,BORDEAUX,3442.0289855072465,"10 RUE JAC BELAUBRE, 33200 BORDEAUX",44.8476858,-0.6306541
69.0,4.0,Appartement,2,"210000,00",99.0,BD,ALBERT 1ER,33800.0,BORDEAUX,3043.478260869565,"99 BD ALBERT 1ER, 33800 BORDEAUX",44.813746,-0.5676044
35.0,1.0,Appartement,1,"160430,00",60.0,RUE,DES SABLIERES,33800.0,BORDEAUX,4583.714285714285,"60 RUE DES SABLIERES, 33800 BORDEAUX",44.8249517,-0.57517
64.0,3.0,Appartement,2,"369550,00",10.0,RUE,DES REMPARTS,33000.0,BORDEAUX,5774.21875,"10 RUE DES REMPARTS, 33000 BORDEAUX",44.8402932,-0.5795483
45.0,3.0,Appartement,2,"246000,00",42.0,RUE,DES AYRES,33000.0,BORDEAUX,5466.666666666667,"42 RUE DES AYRES, 33000 BORDEAUX",44.8369039,-0.5741452
46.0,2.0,Appartement,1,"241140,00",173.0,CRS,DU MEDOC,33300.0,BORDEAUX,5242.173913043478,"173 CRS DU MEDOC, 33300 BORDEAUX",44.8636421,-0.5729245
48.0,2.0,Appartement,1,"225250,00",40.0,ALL,HAUSSMANN,33300.0,BORDEAUX,4692.708333333333,"40 ALL HAUSSMANN, 33300 BORDEAUX",44.8645333,-0.5686975
23.0,1.0,Appartement,1,"103900,00",1.0,RUE,DU DOCTEUR ROCAZ,33000.0,BORDEAUX,4517.391304347826,"1 RUE DU DOCTEUR ROCAZ, 33000 BORDEAUX",44.8243665,-0.6107016
71.0,3.0,Appartement,1,"307000,00",47.0,RUE,THERESIA CABARRUS,33000.0,BORDEAUX,4323.943661971831,"47 RUE THERESIA CABARRUS, 33000 BORDEAUX",44.8236517,-0.5964441
30.0,2.0,Appartement,2,"136500,00",7.0,RUE,DE RUAT,33000.0,BORDEAUX,4550.0,"7 RUE DE RUAT, 33000 BORDEAUX",44.8404943,-0.5790535
66.0,3.0,Appartement,1,"259000,00",108.0,CRS,SAINT LOUIS,33300.0,BORDEAUX,3924.242424242424,"108 CRS SAINT LOUIS, 33300 BORDEAUX",44.8607292,-0.5681334
68.0,3.0,Appartement,1,"262600,00",4.0,RUE,DE OUAGADOUGOU,33300.0,BORDEAUX,3861.764705882353,"4 RUE DE OUAGADOUGOU, 33300 BORDEAUX",44.8663807,-0.5505478
65.0,3.0,Appartement,1,"290000,00",123.0,RUE,CAMILLE GODARD,33000.0,BORDEAUX,4461.538461538462,"123 RUE CAMILLE GODARD, 33000 BORDEAUX",44.8550589,-0.5808722
80.0,3.0,Appartement,0,"1000000,00",21.0,RUE,DU LIVRAN,33000.0,BORDEAUX,12500.0,"21 RUE DU LIVRAN, 33000 BORDEAUX",44.8300735,-0.5905082
80.0,3.0,Appartement,0,"1000000,00",21.0,RUE,DU LIVRAN,33000.0,BORDEAUX,12500.0,"21 RUE DU LIVRAN, 33000 BORDEAUX",44.8300735,-0.5905082
65.0,3.0,Appartement,1,"307000,00",38.0,RUE,ALBERT THOMAS,33000.0,BORDEAUX,4723.076923076923,"38 RUE ALBERT THOMAS, 33000 BORDEAUX",44.8283819,-0.5974694
76.0,3.0,Appartement,1,"480000,00",10.0,RUE,DESFOURNIEL,33000.0,BORDEAUX,6315.789473684211,"10 RUE DESFOURNIEL, 33000 BORDEAUX",44.8335982,-0.5808607
61.0,3.0,Appartement,1,"420000,00",24.0,RUE,JEAN BURGUET,33000.0,BORDEAUX,6885.245901639344,"24 RUE JEAN BURGUET, 33000 BORDEAUX",44.8338966,-0.5781261
